ID,Label
987,Your Highness
988,Dream House
989,Mad City
990,Baby's Day Out
991,The Scarlet Letter
992,Fair Game
993,Domino
994,Jade
995,Gamer
996,Beautiful Creatures
997,Death to Smoochy
998,Zoolander 2
999,The Big Bounce
1000,What Planet Are You From?
1001,Drive Angry
1002,Street Fighter: The Legend of Chun-Li
1003,The One
1004,The Adventures of Ford Fairlane
1005,The Boat That Rocked
1006,Traffic
1007,Indiana Jones and the Last Crusade
1008,Anna Karenina
1009,Chappie
1010,The Bone Collector
1011,Panic Room
1012,The Tooth Fairy
1013,Three Kings
1014,Child 44
1015,Rat Race
1016,K-PAX
1017,Kate & Leopold
1018,Bedazzled
1019,The Cotton Club
1020,3:10 to Yuma
1021,Taken 3
1022,Out of Sight
1023,The Cable Guy
1024,Earth
1025,Dick Tracy
1026,The Thomas Crown Affair
1027,Riding in Cars with Boys
1028,First Blood
1029,Solaris
1030,Happily N'Ever After
1031,Mary Reilly
1032,My Best Friend's Wedding
1033,America's Sweethearts
1034,Insomnia
1035,Star Trek: First Contact
1036,Jonah Hex
1037,Courage Under Fire
1038,Liar Liar
1039,The Infiltrator
1040,Inchon
1041,The Flintstones
1042,Taken 2
1043,Scary Movie 3
1044,Miss Congeniality
1045,Journey to the Center of the Earth
1046,The Princess Diaries 2: Royal Engagement
1047,The Pelican Brief
1048,The Client
1049,The Bucket List
1050,Patriot Games
1051,Monster-in-Law
1052,Prisoners
1053,Training Day
1054,Galaxy Quest
1055,Scary Movie 2
1056,The Muppets
1057,Blade
1058,Coach Carter
1059,Changing Lanes
1060,Anaconda
1061,Coyote Ugly
1062,Love Actually
1063,A Bug's Life
1064,From Hell
1065,The Specialist
1066,Tin Cup
1067,"Yours, Mine and Ours"
1068,Kicking & Screaming
1069,The Hitchhiker's Guide to the Galaxy
1070,Fat Albert
1071,Resident Evil: Extinction
1072,Blended
1073,Last Holiday
1074,The River Wild
1075,The Indian in the Cupboard
1076,Savages
1077,Cellular
1078,Johnny English
1079,The Ant Bully
1080,Dune
1081,Across the Universe
1082,Revolutionary Road
1083,16 Blocks
1084,Babylon A.D.
1085,The Glimmer Man
1086,Multiplicity
1087,Aliens in the Attic
1088,The Pledge
1089,The Producers
1090,The Phantom
1091,All the Pretty Horses
1092,Nixon
1093,The Ghost Writer
1094,Deep Rising
1095,Miracle at St. Anna
1096,Curse of the Golden Flower
1097,Bangkok Dangerous
1098,Big Trouble
1099,Love in the Time of Cholera
1100,Shadow Conspiracy
1101,Johnny English Reborn
1102,Foodfight!
1103,Argo
1104,The Fugitive
1105,The Bounty Hunter
1106,Sleepers
1107,Rambo: First Blood Part II
1108,The Juror
1109,Pinocchio
1110,Heaven's Gate
1111,Underworld: Evolution
1112,Victor Frankenstein
1113,Finding Forrester
1114,28 Days
1115,Unleashed
1116,The Sweetest Thing
1117,The Firm
1118,Charlie St. Cloud
1119,The Mechanic
1120,21 Jump Street
1121,Notting Hill
1122,Chicken Run
1123,Along Came Polly
1124,Boomerang
1125,The Heat
1126,Cleopatra
1127,Here Comes the Boom
1128,High Crimes
1129,The Mirror Has Two Faces
1130,The Mothman Prophecies
1131,Brüno
1132,Licence to Kill
1133,Red Riding Hood
1134,15 Minutes
1135,Super Mario Bros.
1136,Lord of War
1137,Hero
1138,One for the Money
1139,The Interview
1140,The Warrior's Way
1141,Micmacs
1142,8 Mile
1143,Why I Did (Not) Eat My Father
1144,A Knight's Tale
1145,The Medallion
1146,The Sixth Sense
1147,Man on a Ledge
1148,The Big Year
1149,The Karate Kid
1150,American Hustle
1151,The Proposal
1152,Double Jeopardy
1153,Back to the Future Part II
1154,Lucy
1155,Fifty Shades of Grey
1156,Spy Kids 3-D: Game Over
1157,A Time to Kill
1158,Cheaper by the Dozen
1159,Lone Survivor
1160,A League of Their Own
1161,The Conjuring 2
1162,The Social Network
1163,He's Just Not That Into You
1164,Scary Movie 4
1165,Scream 3
1166,Back to the Future Part III
1167,Get Hard
1168,Dracula
1169,Julie & Julia
1170,42
1171,The Talented Mr. Ripley
1172,Dumb and Dumber To
1173,Eight Below
1174,The Intern
1175,Ride Along 2
1176,The Last of the Mohicans
1177,Ray
1178,Sin City
1179,Vantage Point
1180,"I Love You, Man"
1181,Shallow Hal
1182,JFK
1183,Big Momma's House 2
1184,The Mexican
1185,17 Again
1186,The Other Woman
1187,The Final Destination
1188,Bridge of Spies
1189,Behind Enemy Lines
1190,Get Him to the Greek
1191,Shall We Dance?
1192,Small Soldiers
1193,Spawn
1194,The Count of Monte Cristo
1195,The Lincoln Lawyer
1196,Unknown
1197,The Prestige
1198,Horrible Bosses 2
1199,Escape from Planet Earth
1200,Apocalypto
1201,The Living Daylights
1202,Predators
1203,Legal Eagles
1204,Secret Window
1205,The Lake House
1206,The Skeleton Key
1207,The Odd Life of Timothy Green
1208,Made of Honor
1209,Jersey Boys
1210,The Rainmaker
1211,Gothika
1212,Amistad
1213,Medicine Man
1214,Aliens vs Predator: Requiem
1215,Ri¢hie Ri¢h
1216,Autumn in New York
1217,Music and Lyrics
1218,Paul
1219,The Guilt Trip
1220,Scream 4
1221,8MM
1222,The Doors
1223,Sex Tape
1224,Hanging Up
1225,Final Destination 5
1226,Mickey Blue Eyes
1227,Pay It Forward
1228,Fever Pitch
1229,Drillbit Taylor
1230,A Million Ways to Die in the West
1231,The Shadow
1232,Extremely Loud & Incredibly Close
1233,Morning Glory
1234,Get Rich or Die Tryin'
1235,The Art of War
1236,Rent
1237,Bless the Child
1238,The Out-of-Towners
1239,The Island of Dr. Moreau
1240,The Musketeer
1241,The Other Boleyn Girl
1242,Sweet November
1243,The Reaping
1244,Mean Streets
1245,Renaissance Man
1246,Colombiana
1247,Quest for Camelot
1248,City By The Sea
1249,At First Sight
1250,Torque
1251,City Hall
1252,Showgirls
1253,Marie Antoinette
1254,Kiss of Death
1255,Get Carter
1256,The Impossible
1257,Ishtar
1258,Fantastic Mr. Fox
1259,Life or Something Like It
1260,Memoirs of an Invisible Man
1261,Amélie
1262,New York Minute
1263,Alfie
1264,Big Miracle
1265,The Deep End of the Ocean
1266,FearDotCom
1267,Cirque du Freak: The Vampire's Assistant
1268,Duplex
1269,Soul Men
1270,Raise the Titanic
1271,Universal Soldier: The Return
1272,Pandorum
1273,Impostor
1274,Extreme Ops
1275,Just Visiting
1276,Sunshine
1277,A Thousand Words
1278,Delgo
1279,The Gunman
